"filename", "language", "C++", "Shell Script", "GLSL", "CMake", "Markdown", "comment", "blank", "total"
"/home/kyutsune/Bring-me-the-engine/CMakeLists.txt", "CMake", 0, 0, 0, 57, 0, 0, 16, 73
"/home/kyutsune/Bring-me-the-engine/Competences_acquises/Callback.cpp", "C++", 13, 0, 0, 0, 0, 9, 7, 29
"/home/kyutsune/Bring-me-the-engine/README.md", "Markdown", 0, 0, 0, 0, 55, 0, 5, 60
"/home/kyutsune/Bring-me-the-engine/include/Globals.h", "C++", 5, 0, 0, 0, 0, 3, 2, 10
"/home/kyutsune/Bring-me-the-engine/include/base/Color.h", "C++", 44, 0, 0, 0, 0, 0, 6, 50
"/home/kyutsune/Bring-me-the-engine/include/base/Shader.h", "C++", 27, 0, 0, 0, 0, 1, 9, 37
"/home/kyutsune/Bring-me-the-engine/include/base/Skybox.h", "C++", 16, 0, 0, 0, 0, 0, 5, 21
"/home/kyutsune/Bring-me-the-engine/include/base/Texture.h", "C++", 13, 0, 0, 0, 0, 0, 3, 16
"/home/kyutsune/Bring-me-the-engine/include/base/Vec.h", "C++", 113, 0, 0, 0, 0, 2, 32, 147
"/home/kyutsune/Bring-me-the-engine/include/base/Vertex.h", "C++", 10, 0, 0, 0, 0, 0, 2, 12
"/home/kyutsune/Bring-me-the-engine/include/engine/Camera.h", "C++", 35, 0, 0, 0, 0, 0, 8, 43
"/home/kyutsune/Bring-me-the-engine/include/engine/ClavierSouris.h", "C++", 13, 0, 0, 0, 0, 3, 4, 20
"/home/kyutsune/Bring-me-the-engine/include/engine/Entity.h", "C++", 30, 0, 0, 0, 0, 3, 11, 44
"/home/kyutsune/Bring-me-the-engine/include/engine/Light.h", "C++", 35, 0, 0, 0, 0, 2, 5, 42
"/home/kyutsune/Bring-me-the-engine/include/engine/LightSettings.h", "C++", 17, 0, 0, 0, 0, 1, 5, 23
"/home/kyutsune/Bring-me-the-engine/include/engine/LightingManager.h", "C++", 23, 0, 0, 0, 0, 5, 9, 37
"/home/kyutsune/Bring-me-the-engine/include/engine/Mesh.h", "C++", 19, 0, 0, 0, 0, 1, 8, 28
"/home/kyutsune/Bring-me-the-engine/include/engine/Scene.h", "C++", 35, 0, 0, 0, 0, 3, 14, 52
"/home/kyutsune/Bring-me-the-engine/include/tools/Tang_Bitang.h", "C++", 47, 0, 0, 0, 0, 3, 12, 62
"/home/kyutsune/Bring-me-the-engine/include/tools/Trigo.h", "C++", 5, 0, 0, 0, 0, 0, 1, 6
"/home/kyutsune/Bring-me-the-engine/include/ui/Menu.h", "C++", 19, 0, 0, 0, 0, 2, 6, 27
"/home/kyutsune/Bring-me-the-engine/include/utils/Cube.h", "C++", 52, 0, 0, 0, 0, 6, 12, 70
"/home/kyutsune/Bring-me-the-engine/include/utils/Floor.h", "C++", 29, 0, 0, 0, 0, 0, 6, 35
"/home/kyutsune/Bring-me-the-engine/include/utils/Skybox_mesh.h", "C++", 44, 0, 0, 0, 0, 1, 9, 54
"/home/kyutsune/Bring-me-the-engine/include/utils/Sphere.h", "C++", 58, 0, 0, 0, 0, 1, 12, 71
"/home/kyutsune/Bring-me-the-engine/rebuild.sh", "Shell Script", 0, 5, 0, 0, 0, 1, 1, 7
"/home/kyutsune/Bring-me-the-engine/shaders/light_pos.frag", "GLSL", 0, 0, 6, 0, 0, 0, 0, 6
"/home/kyutsune/Bring-me-the-engine/shaders/light_pos.vert", "GLSL", 0, 0, 8, 0, 0, 0, 0, 8
"/home/kyutsune/Bring-me-the-engine/shaders/skybox.frag", "GLSL", 0, 0, 7, 0, 0, 0, 2, 9
"/home/kyutsune/Bring-me-the-engine/shaders/skybox.vert", "GLSL", 0, 0, 10, 0, 0, 0, 3, 13
"/home/kyutsune/Bring-me-the-engine/shaders/triangle.frag", "GLSL", 0, 0, 5, 0, 0, 0, 1, 6
"/home/kyutsune/Bring-me-the-engine/shaders/triangle.vert", "GLSL", 0, 0, 5, 0, 0, 0, 1, 6
"/home/kyutsune/Bring-me-the-engine/shaders/vertex.frag", "GLSL", 0, 0, 101, 0, 0, 17, 36, 154
"/home/kyutsune/Bring-me-the-engine/shaders/vertex.vert", "GLSL", 0, 0, 27, 0, 0, 0, 8, 35
"/home/kyutsune/Bring-me-the-engine/src/Globals.cpp", "C++", 4, 0, 0, 0, 0, 0, 0, 4
"/home/kyutsune/Bring-me-the-engine/src/base/Shader.cpp", "C++", 85, 0, 0, 0, 0, 0, 22, 107
"/home/kyutsune/Bring-me-the-engine/src/base/Skybox.cpp", "C++", 95, 0, 0, 0, 0, 0, 23, 118
"/home/kyutsune/Bring-me-the-engine/src/base/Texture.cpp", "C++", 36, 0, 0, 0, 0, 3, 10, 49
"/home/kyutsune/Bring-me-the-engine/src/base/Vec.cpp", "C++", 142, 0, 0, 0, 0, 3, 30, 175
"/home/kyutsune/Bring-me-the-engine/src/engine/Camera.cpp", "C++", 22, 0, 0, 0, 0, 1, 7, 30
"/home/kyutsune/Bring-me-the-engine/src/engine/ClavierSouris.cpp", "C++", 76, 0, 0, 0, 0, 5, 24, 105
"/home/kyutsune/Bring-me-the-engine/src/engine/Entity.cpp", "C++", 50, 0, 0, 0, 0, 0, 10, 60
"/home/kyutsune/Bring-me-the-engine/src/engine/LightingManager.cpp", "C++", 62, 0, 0, 0, 0, 11, 22, 95
"/home/kyutsune/Bring-me-the-engine/src/engine/Mesh.cpp", "C++", 39, 0, 0, 0, 0, 8, 14, 61
"/home/kyutsune/Bring-me-the-engine/src/engine/Scene.cpp", "C++", 89, 0, 0, 0, 0, 15, 22, 126
"/home/kyutsune/Bring-me-the-engine/src/main.cpp", "C++", 74, 0, 0, 0, 0, 11, 21, 106
"/home/kyutsune/Bring-me-the-engine/src/ui/Menu.cpp", "C++", 54, 0, 0, 0, 0, 2, 15, 71
"/home/kyutsune/Bring-me-the-engine/tests/test_vec.cpp", "C++", 12, 0, 0, 0, 0, 0, 4, 16
"Total", "-", 1542, 5, 169, 57, 55, 123, 485, 2436
